"Gene ID","source_id","Computed GO Component IDs","Computed GO Components","Computed GO Functions","Computed GO Function IDs","Computed GO Process IDs","Computed GO Processes"
"ETH_00030565","ETH_00030565-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"ETH_00035055","ETH_00035055-t26_1","N/A","N/A","ATP binding;MAP kinase activity;protein kinase activity","GO:0005524;GO:0004707;GO:0004672","GO:0006468","protein phosphorylation"
"ETH_00035075","ETH_00035075-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"ETH_00035080","ETH_00035080-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"ETH_00036125","ETH_00036125-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"ETH_00036600","ETH_00036600-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"ETH_00039290","ETH_00039290-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"ETH_00043390","ETH_00043390-t26_1","N/A","N/A","hydrolase activity","GO:0016787","GO:0016042","lipid catabolic process"
"NCLIV_000650","NCLIV_000650-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_001010","NCLIV_001010-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_001240","NCLIV_001240-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_001460","NCLIV_001460-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_001780","NCLIV_001780-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_001830","NCLIV_001830-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_001950","NCLIV_001950-t26_1","N/A","N/A","ATP binding;cGMP-dependent protein kinase activity;protein kinase activity","GO:0005524;GO:0004692;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_001970","NCLIV_001970-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_002020","NCLIV_002020-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_002030","NCLIV_002030-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_002180","NCLIV_002180-t26_1","N/A","N/A","metalloendopeptidase activity","GO:0004222","GO:0006508","proteolysis"
"NCLIV_002570","NCLIV_002570-t26_1","GO:0005874","microtubule","GTP binding;GTPase activity;structural constituent of cytoskeleton","GO:0005525;GO:0003924;GO:0005200","GO:0007017","microtubule-based process"
"NCLIV_002580","NCLIV_002580-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_002650","NCLIV_002650-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_002760","NCLIV_002760-t26_1","N/A","N/A","ATP binding;MAP kinase activity;protein kinase activity","GO:0005524;GO:0004707;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_003460","NCLIV_003460-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_004220","NCLIV_004220-t26_1","N/A","N/A","ATP binding;protein kinase activity;tau-protein kinase activity","GO:0005524;GO:0004672;GO:0050321","GO:0006468","protein phosphorylation"
"NCLIV_004620","NCLIV_004620-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_004730","NCLIV_004730-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_004920","NCLIV_004920-t26_1","N/A","N/A","nucleic acid binding","GO:0003676","N/A","N/A"
"NCLIV_005150","NCLIV_005150-t26_1","GO:0005737;GO:0005874","cytoplasm;microtubule","GTP binding;GTPase activity;structural constituent of cytoskeleton","GO:0005525;GO:0003924;GO:0005200","GO:0007017","microtubule-based process"
"NCLIV_005560","NCLIV_005560-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_005580","NCLIV_005580-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_005990","NCLIV_005990-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_006780","NCLIV_006780-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_006930","NCLIV_006930-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_007070","NCLIV_007070-t26_1","GO:0005874","microtubule","GTP binding;GTPase activity","GO:0005525;GO:0003924","GO:0007017","microtubule-based process"
"NCLIV_007450","NCLIV_007450-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_007770","NCLIV_007770-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_007880","NCLIV_007880-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_008190","NCLIV_008190-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_008460","NCLIV_008460-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_008640","NCLIV_008640-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_008710","NCLIV_008710-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_008910","NCLIV_008910-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_010260","NCLIV_010260-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_010440","NCLIV_010440-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity;transmembrane receptor protein tyrosine kinase activity","GO:0005524;GO:0004672;GO:0004674;GO:0004714","GO:0006468","protein phosphorylation"
"NCLIV_011730","NCLIV_011730-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_011980","NCLIV_011980-t26_1","N/A","N/A","ATP binding;calcium ion binding;protein kinase activity","GO:0005524;GO:0005509;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_012010","NCLIV_012010-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_012020","NCLIV_012020-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_012190","NCLIV_012190-t26_1","N/A","N/A","DNA binding;DNA-directed DNA polymerase activity","GO:0003677;GO:0003887","GO:0006260;GO:0006261","DNA replication;DNA-dependent DNA replication"
"NCLIV_012200","NCLIV_012200-t26_1","GO:0016021","integral component of membrane","N/A","N/A","GO:0042981","regulation of apoptotic process"
"NCLIV_012210","NCLIV_012210-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_012370","NCLIV_012370-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_012770","NCLIV_012770-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_012870","NCLIV_012870-t26_1","N/A","N/A","ATP binding;calcium ion binding;protein kinase activity","GO:0005524;GO:0005509;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_012920","NCLIV_012920-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_014140","NCLIV_014140-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_015030","NCLIV_015030-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_015900","NCLIV_015900-t26_1","N/A","N/A","ATP binding;protein binding;protein kinase activity","GO:0005524;GO:0005515;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_016220","NCLIV_016220-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_016600","NCLIV_016600-t26_1","N/A","N/A","ATP binding;calcium ion binding;protein kinase activity","GO:0005524;GO:0005509;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_016840","NCLIV_016840-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_017410","NCLIV_017410-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_017420","NCLIV_017420-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_017430","NCLIV_017430-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_017440","NCLIV_017440-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_019580","NCLIV_019580-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_020950","NCLIV_020950-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_020990","NCLIV_020990-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_021920","NCLIV_021920-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_022130","NCLIV_022130-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_022270","NCLIV_022270-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_022320","NCLIV_022320-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_022330","NCLIV_022330-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_023260","NCLIV_023260-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_023400","NCLIV_023400-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_023580","NCLIV_023580-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_024700","NCLIV_024700-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_024840","NCLIV_024840-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_025120","NCLIV_025120-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_027710","NCLIV_027710-t26_1","N/A","N/A","protein kinase activity","GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_027930","NCLIV_027930-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_028130","NCLIV_028130-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_028170","NCLIV_028170-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_028350","NCLIV_028350-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_028830","NCLIV_028830-t26_1","N/A","N/A","glucose-6-phosphate isomerase activity","GO:0004347","GO:0006094;GO:0006096","gluconeogenesis;glycolytic process"
"NCLIV_029900","NCLIV_029900-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_030020","NCLIV_030020-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_030060","NCLIV_030060-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_030460","NCLIV_030460-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_030990","NCLIV_030990-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_031550","NCLIV_031550-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_031630","NCLIV_031630-t26_1","N/A","N/A","hydrolase activity","GO:0016787","GO:0016042;GO:0006629","lipid catabolic process;lipid metabolic process"
"NCLIV_031660","NCLIV_031660-t26_1","GO:0005737;GO:0005874","cytoplasm;microtubule","GTP binding;GTPase activity;structural constituent of cytoskeleton","GO:0005525;GO:0003924;GO:0005200","GO:0007017","microtubule-based process"
"NCLIV_031800","NCLIV_031800-t26_1","GO:0005737;GO:0005874","cytoplasm;microtubule","GTP binding;GTPase activity;structural constituent of cytoskeleton","GO:0005525;GO:0003924;GO:0005200","GO:0007017","microtubule-based process"
"NCLIV_032560","NCLIV_032560-t26_1","N/A","N/A","N/A","N/A","GO:0006629","lipid metabolic process"
"NCLIV_032840","NCLIV_032840-t26_1","N/A","N/A","ATP binding;MAP kinase activity;protein kinase activity","GO:0005524;GO:0004707;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_033230","NCLIV_033230-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"NCLIV_033250","NCLIV_033250-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A"
"NCLIV_033400","NCLIV_033400-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_033490","NCLIV_033490-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_033570","NCLIV_033570-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_033690","NCLIV_033690-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_033870","NCLIV_033870-t26_1","GO:0005643","nuclear pore","structural constituent of nuclear pore","GO:0017056","N/A","N/A"
"NCLIV_033980","NCLIV_033980-t26_1","N/A","N/A","N/A","N/A","GO:0006629","lipid metabolic process"
"NCLIV_035760","NCLIV_035760-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A"
"NCLIV_035860","NCLIV_035860-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_037990","NCLIV_037990-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_038100","NCLIV_038100-t26_1","GO:0005576","extracellular region","protein binding","GO:0005515","GO:0006508","proteolysis"
"NCLIV_038110","NCLIV_038110-t26_1","GO:0005576","extracellular region","protein binding","GO:0005515","GO:0006508","proteolysis"
"NCLIV_038120","NCLIV_038120-t26_1","GO:0005576","extracellular region","protein binding","GO:0005515","GO:0006508","proteolysis"
"NCLIV_038210","NCLIV_038210-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"NCLIV_038640","NCLIV_038640-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_039100","NCLIV_039100-t26_1","GO:0005737;GO:0005874","cytoplasm;microtubule","GTP binding;GTPase activity;structural constituent of cytoskeleton","GO:0005525;GO:0003924;GO:0005200","GO:0007017","microtubule-based process"
"NCLIV_039150","NCLIV_039150-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_039330","NCLIV_039330-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_039940","NCLIV_039940-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_040495","NCLIV_040495-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"NCLIV_040930","NCLIV_040930-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_041420","NCLIV_041420-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_041680","NCLIV_041680-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"NCLIV_042680","NCLIV_042680-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"NCLIV_042920","NCLIV_042920-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_043340","NCLIV_043340-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"NCLIV_043740","NCLIV_043740-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
